2 qid:400 1:1.5001680850982666 2:3.2129204273223877 3:1.5475399494171143 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:21.110801696777344 14:9.782575607299805 15:19.06810188293457 16:0.0 17:14.544748306274414 18:6.9622802734375 19:13.074501991271973 20:0.0 21:11.317035675048828 22:2.3709404468536377 23:10.326094627380371 24:0.0 25:1667.0 #docno: FT942-4199
2 qid:400 1:1.3071595430374146 2:0.0 3:1.4918110370635986 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:18.744340896606445 14:0.0 15:18.77147102355957 16:0.0 17:12.844294548034668 18:0.0 19:12.934432983398438 20:0.0 21:11.260997772216797 22:4.457391262054443 23:10.27934455871582 24:0.0 25:2212.0 #docno: FT941-6115
2 qid:400 1:1.3067965507507324 2:2.466970920562744 3:1.7431529760360718 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:17.741783142089844 14:0.0 15:17.901945114135742 16:0.0 17:12.056453704833984 18:0.0 19:12.263453483581543 20:0.0 21:11.151318550109863 22:0.0 23:10.835457801818848 24:0.0 25:820.0 #docno: FT933-9189
2 qid:400 1:1.28878915309906 2:0.0 3:1.4561164379119873 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:14.914734840393066 14:10.678653717041016 15:13.277620315551758 16:0.0 17:10.846961975097656 18:7.759839057922363 19:9.493879318237305 20:0.0 21:10.548260688781738 22:0.0 23:10.235708236694336 24:0.0 25:2823.0 #docno: FT941-16074
2 qid:400 1:1.2372491359710693 2:0.0 3:1.4283146858215332 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:14.38359546661377 14:0.0 15:14.383342742919922 16:0.0 17:10.206487655639648 18:0.0 19:10.238702774047852 20:0.0 21:10.344793319702148 22:0.0 23:10.067242622375488 24:0.0 25:1895.0 #docno: FT933-9897
2 qid:400 1:1.2321711778640747 2:3.631412982940674 3:1.2492051124572754 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:14.201814651489258 14:0.0 15:15.770772933959961 16:0.0 17:9.865287780761719 18:0.0 19:11.268178939819336 20:0.0 21:9.015779495239258 22:0.0 23:8.746315002441406 24:0.0 25:2620.0 #docno: FT942-1255
2 qid:400 1:1.2310813665390015 2:0.0 3:1.8312187194824219 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:14.114387512207031 14:6.127344608306885 15:11.286276817321777 16:0.0 17:9.796734809875488 18:0.0 19:9.885436058044434 20:0.0 21:7.439918518066406 22:4.711400985717773 23:6.484480381011963 24:0.0 25:847.0 #docno: FT942-1254
2 qid:400 1:1.1608942747116089 2:2.5589261054992676 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:13.520343780517578 14:0.0 15:13.736434936523438 16:0.0 17:9.696151733398438 18:4.445545196533203 19:7.838249683380127 20:0.0 21:7.222324848175049 22:0.0 23:7.021910190582275 24:0.0 25:536.0 #docno: FT942-326
2 qid:400 1:1.1608942747116089 2:0.0 3:1.3911266326904297 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:13.25333023071289 14:7.4960174560546875 15:0.0 16:0.0 17:9.351669311523438 18:6.723584175109863 19:8.345192909240723 20:0.0 21:7.179009914398193 22:0.0 23:6.98957633972168 24:0.0 25:716.0 #docno: FT923-13517
2 qid:400 1:1.1444116830825806 2:2.576667308807373 3:2.1349174976348877 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:13.25333023071289 14:0.0 15:13.74356460571289 16:0.0 17:9.045963287353516 18:8.14829158782959 19:7.5113725662231445 20:0.0 21:6.906963348388672 22:5.360834121704102 23:5.701499938964844 24:0.0 25:348.0 #docno: FT933-8137
2 qid:400 1:1.1080365180969238 2:3.076137065887451 3:1.2062773704528809 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:12.80014419555664 14:9.431455612182617 15:11.349629402160645 16:0.0 17:9.015701293945312 18:5.398984432220459 19:0.0 20:0.0 21:6.681667327880859 22:0.0 23:6.478378772735596 24:0.0 25:652.0 #docno: FT942-1953
2 qid:400 1:1.0635250806808472 2:2.7024314403533936 3:1.2874037027359009 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:12.446659088134766 14:11.494227409362793 15:10.373289108276367 16:0.0 17:9.015701293945312 18:0.0 19:9.379874229431152 20:0.0 21:6.5982666015625 22:2.3424417972564697 23:6.285181999206543 24:0.0 25:379.0 #docno: FT941-10448
2 qid:400 1:1.055558443069458 2:2.206526041030884 3:1.1117703914642334 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:12.111831665039062 14:0.0 15:6.5636444091796875 16:0.0 17:8.375771522521973 18:10.936208724975586 19:6.345348834991455 20:0.0 21:6.4151506423950195 22:4.456894397735596 23:5.6002373695373535 24:0.0 25:3873.0 #docno: FT942-11816
2 qid:400 1:1.0345406532287598 2:0.0 3:1.2325953245162964 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:12.111831665039062 14:0.0 15:6.696498394012451 16:0.0 17:8.09023666381836 18:0.0 19:4.541952610015869 20:0.0 21:6.40393590927124 22:4.4593825340271 23:5.58381986618042 24:0.0 25:1577.0 #docno: FT941-13238
2 qid:400 1:1.0326917171478271 2:2.8486127853393555 3:1.1621019840240479 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:12.100387573242188 14:15.135133743286133 15:9.402338027954102 16:0.0 17:8.09023666381836 18:0.0 19:4.652345657348633 20:0.0 21:6.376683235168457 22:0.0 23:6.153033256530762 24:0.0 25:1933.0 #docno: FT941-12834
2 qid:400 1:1.0182477235794067 2:2.8486127853393555 3:2.012819766998291 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:11.82183837890625 14:0.0 15:11.175752639770508 16:0.0 17:8.008907318115234 18:0.0 19:7.535604476928711 20:0.0 21:6.038963317871094 22:0.0 23:5.8167266845703125 24:0.0 25:298.0 #docno: FT941-14729
2 qid:400 1:1.0168039798736572 2:4.027608871459961 3:0.9449367523193359 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:11.773809432983398 14:0.0 15:12.807807922363281 16:0.0 17:7.8332319259643555 18:0.0 19:8.609315872192383 20:0.0 21:6.0202178955078125 22:0.0 23:5.82150936126709 24:0.0 25:926.0 #docno: FT933-7503
2 qid:400 1:0.9937081336975098 2:0.0 3:1.3240196704864502 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:11.353300094604492 14:0.0 15:10.710029602050781 16:0.0 17:7.74390983581543 18:5.190221309661865 19:8.140823364257812 20:0.0 21:5.895382881164551 22:0.0 23:5.701499938964844 24:0.0 25:980.0 #docno: FT941-9675
2 qid:400 1:0.9878453612327576 2:2.576667308807373 3:1.0674587488174438 4:0.0 5:0.0 6:0.0 7:1.0 8:0.0 9:0.0 10:0.0 11:3.04455115 12:0.0 13:11.297639846801758 14:0.0 15:10.777969360351562 16:0.0 17:7.73969841003418 18:0.0 19:8.287887573242188 20:0.0 21:5.738692283630371 22:0.0 23:5.599264144897461 24:0.0 25:710.0 #docno: FT942-14408
